accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,order,anomaly_threshold,num_states,vocab_size,num_transitions,transition_density
0.12195121951219512,0.0374331550802139,1.0,0.07216494845360824,gaussian_noise,BATADAL,markov_sweep,2026,4,3,3,0.07,366,65,553,0.023245060949978982
0.4375,0.1,1.0,0.18181818181818182,unseen_data,BATADAL,markov_sweep,2026,4,3,3,0.07,366,65,553,0.023245060949978982
0.11707317073170732,0.03723404255319149,1.0,0.07179487179487179,original,BATADAL,markov_sweep,7,4,3,3,0.07,366,65,553,0.023245060949978982
0.13170731707317074,0.03783783783783784,1.0,0.07291666666666667,gaussian_noise,BATADAL,markov_sweep,7,4,3,3,0.07,366,65,553,0.023245060949978982
0.4375,0.1,1.0,0.18181818181818182,unseen_data,BATADAL,markov_sweep,7,4,3,3,0.07,366,65,553,0.023245060949978982
0.11707317073170732,0.03723404255319149,1.0,0.07179487179487179,original,BATADAL,markov_sweep,999,4,3,3,0.07,366,65,553,0.023245060949978982
0.11707317073170732,0.03723404255319149,1.0,0.07179487179487179,gaussian_noise,BATADAL,markov_sweep,999,4,3,3,0.07,366,65,553,0.023245060949978982
0.4375,0.1,1.0,0.18181818181818182,unseen_data,BATADAL,markov_sweep,999,4,3,3,0.07,366,65,553,0.023245060949978982
0.13170731707317074,0.03783783783783784,1.0,0.07291666666666667,original,BATADAL,markov_sweep,42,4,3,3,0.06,366,65,553,0.023245060949978982
0.14634146341463414,0.038461538461538464,1.0,0.07407407407407407,gaussian_noise,BATADAL,markov_sweep,42,4,3,3,0.06,366,65,553,0.023245060949978982
0.4375,0.1,1.0,0.18181818181818182,unseen_data,BATADAL,markov_sweep,42,4,3,3,0.06,366,65,553,0.023245060949978982
0.13170731707317074,0.03783783783783784,1.0,0.07291666666666667,original,BATADAL,markov_sweep,123,4,3,3,0.06,366,65,553,0.023245060949978982
0.15609756097560976,0.03888888888888889,1.0,0.0748663101604278,gaussian_noise,BATADAL,markov_sweep,123,4,3,3,0.06,366,65,553,0.023245060949978982
0.4375,0.1,1.0,0.18181818181818182,unseen_data,BATADAL,markov_sweep,123,4,3,3,0.06,366,65,553,0.023245060949978982
0.13170731707317074,0.03783783783783784,1.0,0.07291666666666667,original,BATADAL,markov_sweep,2026,4,3,3,0.06,366,65,553,0.023245060949978982
